src_office_id,dst_office_id,volume
12652,13460,300
13694,12355,300
11209,15378,300
12940,16683,216
18799,13417,1
13555,18799,1
19273,16236,1
10748,14736,300
15483,11200,300
13489,14519,300
16236,13454,300
15891,14358,1
12940,13073,300
18441,16855,26
12940,18219,1
13694,10955,169
12868,12369,300
18827,15651,1
11200,19134,300
15891,18799,1
18441,10568,1
10916,19134,300
10375,14519,159
11853,12205,247
14519,15724,300
18827,14704,300
15008,15948,1
18812,10301,1
12205,19971,1
12616,11261,99
12352,15891,300
11209,17522,1
19500,15241,273
10916,14234,1
19300,13454,1
15891,15848,1
18542,13170,300
15483,12746,1
15891,18110,267
18827,18110,5
16325,15270,300
13509,17504,300
15483,10963,1
18448,14519,1
15008,18448,1
11200,10901,300
17516,11261,1
12868,13563,1
13694,15270,1
16236,10867,300
15891,16962,300
12352,13170,1
10705,11200,260
14257,16855,1
13555,19239,173
19300,15008,300
18441,16339,55
15891,19971,1
10748,13088,300
16325,17752,1
14358,10916,300
18941,13555,300
15008,13917,300
14519,13460,1
15686,10916,1
12868,13460,1
15483,16028,1
11200,15264,300
13170,16117,1
15008,17781,1
12652,17738,1
13509,18219,1
10657,11209,300
12868,10963,1
13555,17752,1
16236,11147,1
11112,10568,1
12940,11200,1
12652,16028,1
13417,11455,1
19134,13563,1
19300,11261,300
14425,12973,1
16236,15270,184
18441,18411,201
19915,18110,300
11147,19273,1
10916,18827,49
12216,13555,1
13555,15483,1
10748,10867,1
15183,19915,300
10963,16236,28
11147,13100,136
13555,10044,259
15483,14736,51
10568,12205,145
13636,18110,1
15483,15183,300
13509,18542,1
15948,14519,1
11853,12940,52
13636,16028,1
18441,17504,1
17282,16339,300
16117,12746,147
17282,19785,300
12868,13582,103
15891,19500,1
13509,13088,225
14278,15008,300
19502,19880,280
18441,10901,1
12652,19300,1
10955,12205,59
16325,11200,1
15483,12868,1
15264,13417,1
13694,13165,300
12352,18827,160
17282,19971,41
16117,19273,300
19915,10705,300
10916,15185,1
18812,16855,1
15008,19500,1
19143,11209,1
16855,14234,129
19300,18812,300
12352,10867,1
13417,11147,181
16325,10044,103
15270,14519,1
10044,11261,59
11200,12633,117
12652,10269,1
19915,10177,1
10748,14278,1
10748,18219,43
13636,17738,223
12868,14358,1
19915,12868,300
13417,10568,1
11209,17504,1
10705,13237,21
10916,18219,300
18827,11261,300
10748,11261,300
12868,13665,1
18542,13237,1
14234,19971,1
13582,14519,1
11209,10044,1
14519,13454,300
15483,15264,1
18812,11022,1
18827,12352,300
18542,17522,300
19915,15183,1
16117,15601,1
13636,14234,1
10705,16108,1
18827,10955,300
16236,19333,72
12652,15378,300
10568,12746,300
10916,12352,1
18441,11455,47
19300,17282,299
17282,17738,1
13555,19134,1
12868,19500,1
18812,12355,208
10916,11466,1
12352,10269,300
11853,14519,94
10748,16028,1
10916,13582,1
13555,12633,173
13694,11163,300
19300,13165,61
11209,14736,1
19915,17752,1
19300,13073,83
10044,19846,1
12652,15008,1
18542,12746,300
12352,12270,1
11209,14053,1
18441,15183,300
17504,18448,300
19915,11189,300
12940,16855,1
12940,16028,1
18542,11561,300
12652,13088,1
17282,18110,1
13694,14736,18
14519,11466,1
11112,15891,95
11147,18799,300
18448,12868,1
10044,12868,70
12352,19430,109
15008,15185,300
13694,15378,300
16236,15891,300
13555,17464,48
15008,11261,1
11112,19134,300
11200,10316,300
12940,18448,76
16117,13088,1
18542,10316,300
10705,14358,1
18441,17464,236
12652,13165,300
17282,11181,300
10568,18542,1
16236,11853,34
12352,11209,231
19915,13165,300
13694,10177,300
16325,11189,300
18799,14519,225
18812,19273,1
15891,15185,300
15483,12940,112
12868,16108,185
12652,10985,1
12352,16339,293
12746,13417,1
12352,19239,1
13417,12868,250
18812,16683,1
15008,10955,1
16236,13170,300
12205,13237,1
12940,15848,1
11112,18812,1
10916,13563,300
18542,13563,1
18441,17752,300
15483,13237,1
11147,19502,1
13509,14278,300
11147,12746,300
11181,15008,1
18812,17464,1
12352,15241,15
16855,15976,1
18941,18827,47
18812,18110,300
17789,14519,1
12205,11189,300
18812,12352,146
11209,12369,1
10044,11163,300
12652,19134,248
11112,13454,243
12940,15270,1
19846,14519,209
15183,12205,121
12868,13694,1
12652,17464,76
11112,13237,300
19300,10568,300
10748,18110,66
11200,15601,1
16325,17282,1
16117,10177,1
10748,12940,113
19915,11200,280
13555,19300,1
18441,15891,121
17010,15008,1
11147,12355,124
18219,19300,1
10705,19430,300
12940,13165,300
16325,10796,131
19785,16117,1
15483,15008,120
18542,19239,203
16117,19915,272
13636,11466,213
16236,12216,180
13694,19500,1
17522,18448,1
13460,11209,1
18827,15264,300
12652,15724,105
11112,11261,1
18827,10748,300
10705,10326,300
18441,13170,1
13694,19971,1
12868,10867,72
17282,13417,300
10705,18827,161
16117,17504,1
10568,18411,300
14234,17522,1
18219,16339,1
18812,11261,300
10044,14358,1
10705,14736,300
15483,14234,300
10705,15378,300
15891,12746,300
11209,19971,1
10657,13417,1
17516,19143,1
16855,15651,1
18812,15185,1
10748,12352,1
11209,18411,300
11147,16683,300
13582,15008,1
16236,12746,1
12352,18812,300
14704,19430,1
10916,12562,1
12652,13563,1
14519,18812,1
11209,19785,1
16117,19333,23
10796,13417,1
12868,18448,152
10316,16855,1
18812,13170,300
18827,16855,204
19300,19915,300
16117,16962,300
12352,12562,1
19143,10044,300
16855,16028,1
15483,12633,1
18827,12562,34
13563,10916,300
14234,17504,1
14519,18448,300
10916,10955,60
12652,10177,136
10796,16117,1
12205,10316,293
18827,15185,259
17282,15483,56
19300,10867,300
17282,17752,1
12652,17282,1
12352,14278,1
16117,10796,116
18441,15483,56
17282,10326,237
18827,18542,1
17282,19430,300
10748,15185,1
19915,17738,1
15241,19915,1
16683,10705,136
14358,16339,1
12940,18411,211
15008,19239,300
11112,17223,300
19915,12270,300
19915,14234,1
16117,19147,1
11147,15270,1
16325,16339,1
10748,19846,10
15483,10705,1
15008,12216,300
10748,12562,139
18110,17223,218
10916,14278,300
19846,12205,1
12369,16855,300
12352,11261,1
16236,19846,1
10705,13417,286
12205,12369,300
11147,11189,300
18542,12369,300
13555,12205,86
13555,15651,179
16325,14704,1
11209,11455,1
13417,14519,1
12940,19273,1
18827,15976,1
10748,14358,300
18812,17504,1
18542,15724,1
10044,17464,300
16236,17781,218
11112,18411,300
11112,10748,174
10705,16117,64
12868,11853,300
16117,19300,1
10705,14278,1
15601,16855,1
11200,19846,300
13555,13417,300
12868,12352,1
11163,11209,1
18827,13582,257
15241,13417,1
16117,10955,300
13417,13088,255
11200,12652,23
13509,13073,43
19915,13840,215
11147,12562,300
10705,10748,1
11147,18542,300
15483,19273,1
19915,10316,300
13417,17504,300
17789,12868,220
18441,12940,133
13417,19134,112
13636,12355,62
16683,12940,13
18411,16117,1
13694,10044,74
12868,19134,300
12205,15483,1
19300,15378,1
11112,12270,1
18542,11181,102
10867,16236,300
16325,19915,209
18812,17223,1
17282,10963,300
10748,13417,1
15891,19134,133
11147,15183,1
11209,10867,60
16855,16339,1
18827,19971,300
15008,12355,300
12352,13417,1
12868,10177,1
17282,12355,300
15651,16855,1
12355,12868,300
19915,16028,1
12868,11455,300
16325,19239,1
12868,11147,1
19915,11466,300
10705,16962,1
15891,17223,1
15008,12369,1
11200,18110,1
17282,19273,1
19333,16236,1
13417,16117,1
12940,19300,1
15008,19333,1
18542,16962,11
12352,11189,300
12205,15241,300
12940,19500,151
11200,10657,1
15270,12352,1
18941,14519,300
16325,19147,300
16117,13417,300
12652,11853,97
18827,15891,300
10916,15241,300
14519,18827,1
15008,13100,300
18827,13170,300
14278,14519,300
13417,13582,1
10705,10901,1
18812,18827,127
13694,12652,1
15008,16962,1
14519,12868,300
10867,19915,1
10705,16028,1
13509,19134,1
12652,16962,300
18441,10316,300
11209,16887,300
13509,17282,1
12205,12868,1
11147,13917,85
10568,13073,300
10301,13417,1
19915,17223,1
12868,10985,300
17522,11466,1
17223,16236,300
13417,10796,1
17282,13088,193
12868,11189,300
15008,19502,176
18812,19971,30
13417,12355,1
15891,10301,1
11147,11209,121
15008,18110,1
16855,11261,218
13417,10316,177
10326,12652,300
18827,19785,1
18799,12216,55
19915,13088,195
18827,13563,1
18812,12940,168
12652,15601,1
12352,13460,1
12868,18110,293
13165,14519,243
11209,10705,1
19300,15264,1
15483,17464,298
17282,13100,138
12652,19971,1
19915,12352,252
10044,10963,184
11209,10568,1
11209,12940,37
12940,11022,1
15008,14358,11
18812,10044,1
13509,10177,1
11112,13582,1
10748,16108,300
17282,19134,1
17282,13170,1
13665,12205,239
11112,19785,300
15008,17282,89
12652,18827,300
18441,16887,224
16325,10269,98
11200,12216,300
13417,10963,101
15183,16236,300
18441,15651,300
15891,11455,300
15008,17738,123
13555,10568,1
12940,10796,118
13509,19300,1
15891,17522,1
12633,14257,1
15848,10916,300
18827,10568,300
10916,11147,198
10568,12868,56
18542,16683,300
15891,13665,1
10568,10748,1
10796,18411,300
13694,19147,300
18441,10177,200
16855,11466,1
16236,16108,1
14234,19134,1
19333,10705,1
15601,12868,300
12868,19143,80
10955,16117,1
16236,13417,5
13417,17223,300
12205,10985,1
10657,13509,1
15008,15483,300
12369,16236,1
17282,10044,189
12205,19143,140
18827,10867,300
15891,19239,1
15891,12216,1
10916,16236,30
10705,19300,253
15891,15601,300
15483,15651,91
11112,11455,300
18411,16236,300
17282,12216,1
10748,18542,93
11200,19300,1
13417,12940,300
19915,16962,42
15891,19147,247
15008,19147,300
18441,19971,300
10705,18411,300
19300,19846,51
11147,13417,300
16855,13563,1
10568,16683,1
13636,17282,1
19846,10916,116
15891,17752,300
10705,11466,1
19300,17464,159
12940,11466,300
11209,17781,1
16236,19143,23
10916,10301,300
11209,15270,1
19300,18799,1
13582,16236,1
16236,10316,300
12868,18941,1
18812,19300,1
11200,19785,38
11147,12270,1
11209,10985,272
12205,19500,35
14425,13840,1
16325,17223,300
10705,19971,300
19915,17781,200
10748,13454,300
10705,19134,1
18441,11022,1
12352,13165,1
11466,15185,300
19300,12868,1
12940,15651,1
15891,10269,142
13509,15848,1
16117,10568,1
19846,18827,300
18441,15270,300
18441,18799,300
15891,12652,1
17522,18827,1
15891,16028,300
17522,13665,1
12352,13073,71
10748,13073,300
10748,14053,1
10705,13073,1
16117,13165,300
12940,16108,1
15483,18110,215
15891,16887,23
10916,16855,300
14519,13100,283
10705,14704,1
18441,12369,300
11147,19143,300
19300,13694,1
15891,11181,1
10705,19915,1
10705,12562,1
15891,15183,300
12205,19846,1
12940,11455,300
19300,12216,300
12940,11147,1
19300,12652,222
11147,13088,98
10748,15008,72
11112,17282,300
10748,18812,300
11112,19239,300
15008,19785,1
10568,11853,168
12940,16117,1
15483,16962,1
11112,12940,1
19915,15185,300
18812,13460,300
18441,15724,234
10963,12868,1
12652,19785,1
16683,12652,259
18827,12746,300
12352,19134,1
19915,17504,1
16117,19500,1
11112,19971,300
11200,11022,1
18411,12868,25
19915,11163,300
15008,10269,1
11200,12746,300
17282,10301,300
16117,11466,1
15241,12205,1
11112,10901,1
11112,10044,300
13694,11261,300
18441,19134,300
19915,14278,1
10705,12746,1
18827,12270,1
19300,14234,300
17516,18941,300
10705,15185,300
12616,10044,34
10568,13237,300
19915,12562,1
16325,19502,80
16236,18448,1
15483,19239,300
15651,18827,285
15483,17752,300
18812,19915,1
12205,13840,300
17282,12633,1
12205,16887,300
17752,12652,300
12652,10867,300
13417,11209,300
10748,19143,300
17282,14053,300
12746,12652,176
12352,12868,300
13555,15891,300
12205,15601,1
13417,19430,300
19915,19785,300
12868,12746,300
11561,12652,300
15008,10705,1
11147,10963,72
11189,11209,185
13417,15008,300
14519,16117,147
16117,13454,1
11200,13917,1
13509,13237,269
15008,19300,1
16339,17752,300
11209,17738,1
13417,18827,113
13417,17781,230
15008,14704,300
17282,10568,207
12652,12562,1
19300,18110,1
12205,11163,1
16325,16028,300
13489,15008,1
16236,10748,1
10916,13073,300
14257,10326,1
13417,19846,300
15651,14519,230
10796,18827,1
16325,11147,242
13989,13165,300
13582,19273,131
14704,11455,1
11147,10177,300
15483,18941,130
16117,19239,91
12652,15891,1
12352,16887,300
16325,19273,89
15008,17504,1
17282,12369,300
19915,16887,155
13694,12369,1
19430,14736,300
19300,15185,134
11209,12746,1
13636,18542,1
11209,12270,300
13694,19915,1
13417,14358,184
18812,13563,300
12652,17504,145
12205,18812,1
19300,19143,300
16855,17522,300
11112,19500,52
15008,13417,300
16117,10301,1
15891,17504,300
14519,15008,1
19300,13088,1
10705,17781,1
10748,10963,1
10748,19915,130
18812,14278,1
12205,14053,1
18827,19134,1
11200,17504,249
13694,13100,300
18542,16028,1
12868,19846,300
12205,15008,105
14519,14053,300
13509,17464,300
17282,15601,122
14234,11163,300
13555,13237,300
10568,11209,263
12205,10301,1
19915,11022,1
10705,19785,1
10916,14519,167
18812,10177,1
10748,19134,221
11147,13165,300
16325,13237,300
10916,12205,125
10568,18219,56
13694,18110,300
10916,17752,1
18441,10748,300
11200,12940,1
12652,13073,1
13555,10748,300
12940,15008,1
17282,15185,1
12352,10901,1
10748,17781,76
12216,10916,1
16117,18219,1
13694,17738,300
13417,12270,1
17282,10955,262
18827,13073,1
15891,12270,159
15483,19500,1
18542,11022,1
16855,17464,300
16855,18448,200
18149,18827,300
15483,10326,99
18542,12352,300
18219,14053,1
16325,18799,300
12216,12868,1
11112,10326,1
10748,10568,22
11209,13563,1
12352,14736,132
15378,19300,1
11147,15241,1
18542,16887,289
19300,17223,67
11112,11189,191
15008,11455,300
12652,12216,1
15891,13237,1
16117,10748,1
12940,13417,300
16325,15651,1
12352,19502,300
13694,19846,212
13555,19502,117
10705,11261,1
15241,13840,300
10705,16887,1
10316,14519,1
16117,13665,77
15686,12868,26
18441,10301,291
18441,11853,13
18542,10955,141
12205,10955,20
11209,11147,300
19300,15891,300
15891,10316,300
10705,19273,1
15483,19971,1
12652,15185,300
12352,14053,300
18542,11261,300
18219,19134,300
13694,15008,1
17010,16236,1
12616,19971,300
16236,17464,1
11147,12652,70
18149,16117,243
13555,19143,300
16117,14736,109
16117,17282,155
19915,10748,1
10044,16855,1
14234,19143,300
14278,16117,1
19333,13509,1
10177,18448,1
10705,15008,244
19300,19147,1
12205,17282,200
15483,13100,1
18441,19143,300
13636,13917,300
15651,12652,282
13694,13170,1
15483,19333,1
18441,10955,1
18812,13165,1
15891,17464,300
10705,14053,1
10705,10301,300
18542,11189,1
15891,14234,300
17282,13454,300
12652,13694,300
18542,10963,1
18441,15185,285
10705,13460,300
14234,16855,1
13509,10044,1
13417,16108,300
19915,12746,1
11200,15241,1
13555,13563,300
12652,18799,1
16117,15241,1
14234,16236,1
17522,12205,1
12205,15264,1
12940,17738,300
13417,19502,1
13694,12633,300
17522,12868,300
10705,17223,300
16117,15724,300
15008,18799,1
10044,16236,300
11209,18812,62
10568,19500,300
12205,16339,1
10916,11163,1
18812,10901,1
12652,11261,300
12940,13088,214
19300,10963,1
15948,16236,1
12205,17504,300
12940,19134,1
18827,15948,171
19915,16855,300
17223,15008,252
10748,12633,186
18542,15378,1
11209,19239,1
18542,16108,63
13665,18827,300
10916,16108,1
17282,13165,300
18441,11147,282
15891,16855,1
15483,19147,1
16028,12652,300
15008,13582,300
11466,12652,300
13417,15185,132
11112,18827,1
16855,13665,300
12940,19502,68
15077,15008,300
18219,13073,1
19300,10269,1
10657,12868,166
12868,10044,1
10044,14234,97
18812,19500,1
15891,12868,1
12352,19500,300
14278,13417,268
18827,17522,1
15891,11561,216
11181,16117,300
16325,15891,1
13170,12868,300
12205,12633,226
16325,12940,1
12868,10657,14
13582,16117,1
17282,13073,144
16855,19971,1
13636,10796,141
11209,13582,190
13417,10657,300
16236,16887,1
16325,13665,149
11112,10867,300
19300,18941,300
13417,10044,300
16236,12633,129
12652,13582,156
12940,18827,1
16236,15651,12
15008,11561,300
10657,12652,300
19502,15077,300
15241,16236,1
17282,11455,1
10796,14519,1
13509,10963,1
16855,10044,1
10748,13165,1
12352,12940,300
18812,15724,1
12940,19333,300
16236,17752,78
18441,10269,159
12205,15270,1
15483,16108,41
16236,16683,175
11112,17464,1
17282,13694,200
12270,15264,300
11209,10657,299
15183,13417,107
11022,13509,1
19300,10301,166
19300,14358,300
12205,18542,206
16325,16962,1
10916,15848,1
10705,13917,1
18219,13694,77
19300,17738,1
12868,18219,71
13555,18110,300
12940,16962,42
12352,18110,1
12562,12652,1
18812,13665,1
15483,17504,28
12652,13170,1
17522,10044,300
11112,15241,300
16325,17738,1
18827,14358,17
14234,10044,1
10705,11163,1
12352,10568,1
10748,11561,1
12868,10568,1
10044,11209,1
13636,18799,1
16325,15378,1
15891,16339,1
13694,12562,300
15891,13100,2
12652,18219,300
10748,10177,177
19915,16339,1
16117,10901,1
10748,12868,1
12352,10316,82
15008,15378,206
18812,15241,300
13555,17781,198
13694,14278,279
15008,16339,98
12868,13100,1
12352,15183,1
18827,14736,280
12352,15651,1
13509,12352,1
15378,12940,1
13100,18812,1
11147,10985,300
13509,17522,300
15891,13165,1
13509,15378,112
17522,19846,1
18827,13165,254
11163,11261,124
13555,17282,300
19915,15483,1
13509,14704,300
16117,13582,300
15241,19500,172
14704,14736,1
11189,12352,1
13665,16855,300
11147,17464,1
11112,11181,1
12205,13694,157
13460,14519,1
10375,11189,1
13417,12216,1
18827,17282,255
11209,15264,1
11209,19333,1
15891,17282,300
17282,12868,51
16325,19333,1
18441,17223,1
10044,17504,1
19300,11853,1
16962,12205,1
10044,15185,300
18441,14234,147
12205,13088,233
11147,15008,1
11112,12355,1
12352,17223,34
13417,15241,216
12746,12868,51
12352,15848,1
13694,15241,1
13100,19147,1
12205,19785,29
10748,12369,123
11147,12352,68
13555,13088,1
15651,12205,1
18812,19785,49
11022,11209,78
13509,19430,300
12868,14736,277
11209,18219,300
12868,11200,1
18441,13088,32
12216,13417,1
11147,10867,300
10748,13100,1
16325,11561,300
16117,11181,1
11147,14278,282
11200,17464,1
19846,12868,300
16117,14234,32
18812,14053,300
13165,12205,300
12652,15848,1
12868,16962,97
16117,10044,285
19300,11466,1
10044,15848,1
18812,15008,297
10748,13460,282
15483,12652,93
12652,18110,300
15686,14519,205
11209,19300,1
15483,13454,300
11147,16339,1
11112,16108,300
18812,11189,1
12868,10705,15
12205,10657,1
11561,19971,164
11209,14358,300
13417,12746,72
18441,16028,300
16855,10916,300
10657,18812,1
13694,11022,33
10705,12868,95
12205,13100,300
10748,15651,1
13555,10963,300
15891,14053,300
15651,16236,164
11112,18941,300
10748,11022,300
12352,17738,113
10568,14519,274
10044,12633,300
19915,18219,300
11147,12940,138
11209,16683,300
15483,11466,300
19430,14704,1
18542,17738,1
12868,10301,1
18827,10963,8
11200,18812,300
13636,12270,300
18448,12652,1
19300,18542,300
19430,12868,1
15651,13555,300
16117,10326,1
13555,12270,183
16325,12746,300
11261,12205,1
13417,13454,300
11200,17738,272
16117,11200,1
16325,10316,300
18827,18799,46
10748,12355,168
19915,16117,35
12940,15185,1
12940,15378,1
12940,14704,86
13417,12369,300
15483,10796,1
13509,10301,300
19915,13417,300
18441,12352,300
12205,17781,221
10705,17504,300
12940,15264,269
15483,18799,93
10568,17223,300
19300,15724,300
18542,19971,1
11147,19846,300
18542,14234,1
18827,16962,300
15483,16887,1
16325,19500,1
13170,15008,1
15891,10901,282
19915,17522,1
10705,11209,52
10705,10657,128
11561,12868,153
10916,10044,1
12868,19785,1
11112,10955,300
15891,10985,233
14519,13088,300
13509,16108,1
13165,10044,1
19915,19430,1
14519,16236,1
13417,19785,300
12868,16117,300
10916,19300,1
13509,13582,1
18812,13454,1
12352,17282,1
19915,18827,300
18827,10985,1
18827,19300,1
10748,10985,1
17522,14519,300
10044,16339,300
17282,13563,300
13417,10867,223
17282,11147,52
18542,13088,40
16117,16108,206
15891,19300,300
15483,12562,1
10316,12652,300
17789,13509,300
10748,19300,300
16325,10657,1
19915,11209,1
12352,13563,300
12562,19915,174
15891,10705,1
12973,14425,1
11209,16028,1
18219,13170,300
11853,18827,289
13694,19239,263
13694,17752,1
15483,16339,300
16325,18110,1
11112,10963,1
12940,15601,300
18812,14519,1
12205,15848,271
18441,18941,300
18542,10705,300
13555,12355,300
10375,15008,1
16117,10985,101
18827,14053,300
16236,14358,1
10748,10316,1
15483,10901,300
19915,11853,300
12205,16855,1
11853,13417,1
13636,19273,300
15008,18542,149
18441,18448,269
18542,16855,111
10748,11181,300
12652,18542,1
18542,13100,258
18542,10568,47
10916,10568,300
19915,16108,300
12205,10568,1
11200,15651,300
12352,10955,1
11200,15008,300
15686,12205,1
15891,15651,1
13636,13582,151
10705,11561,176
13694,11181,300
18827,10316,38
13694,16887,1
18219,15008,1
17282,13917,1
13665,12652,1
10705,13582,300
17010,18827,300
18542,19134,300
10916,13237,300
12940,11163,1
14519,13237,286
18441,15948,1
16325,15183,239
16117,12868,1
18827,11200,300
15891,11189,1
13509,10269,157
13694,15601,300
12652,10657,1
12352,18542,300
10748,10657,300
14519,11189,1
18812,16962,300
12868,12940,10
12940,12633,300
14519,10985,23
12352,12652,300
13417,19143,300
12616,12205,300
18441,10796,1
16855,11561,1
18812,10705,152
18542,19430,161
10748,15891,5
17738,14278,185
17282,12746,1
18827,19502,216
12205,15948,1
15601,10916,108
13694,17781,1
13509,10955,1
14519,19915,68
18799,10916,170
12355,19880,1
11147,15264,1
18441,15601,206
18827,14234,1
12352,19333,1
18827,17223,1
18542,11147,99
14234,15848,300
16117,18812,58
13509,10326,1
19915,18448,1
12868,17781,1
18812,14704,1
12205,11853,68
18827,14278,300
15891,11022,1
18542,19846,1
16325,10177,231
19300,13563,22
11022,12652,176
13165,12352,1
15483,15601,73
10748,16887,300
13694,15651,1
13165,13989,1
13170,16236,1
11147,19971,85
10916,19846,136
10705,12270,300
11261,12868,239
13165,16028,300
10657,15008,71
15891,11261,1
15483,15848,1
15483,15270,1
13417,12633,1
12940,10748,1
15483,10985,1
16117,12652,1
18542,11209,1
12205,15185,1
15008,13840,300
12652,19502,300
10916,19915,131
18542,15185,1
13555,18448,300
12652,15183,1
19915,10044,1
10916,15264,249
11209,12355,1
14519,19333,199
11209,15008,1
11112,16117,300
18542,19915,224
12352,16108,300
19239,10568,1
18441,14278,300
12868,15848,300
15891,18542,1
14519,10657,300
14234,12355,1
17522,13165,89
18827,16028,1
12352,10657,1
15008,15183,300
19300,19430,282
16236,12868,1
13417,15848,1
13636,13170,1
11209,11022,1
16117,15948,300
13417,18799,300
12868,11261,1
13555,12216,300
15891,19785,300
13165,18827,84
15483,18542,300
11147,16108,264
13694,18542,300
10316,12205,1
14519,18219,1
13417,13840,1
16855,18827,1
16236,11200,8
11200,15483,165
10916,13665,141
13917,13555,300
10867,13417,10
15077,12205,300
10375,12205,300
15008,15270,1
11112,13665,1
12652,15270,234
16117,11853,1
19915,13237,300
11147,16117,1
18441,13165,1
12868,18799,1
15891,15483,186
11209,10796,4
17781,10568,300
16117,12352,1
11209,10748,86
13417,11261,300
12940,19971,1
15008,11181,1
15008,10796,1
13555,13694,1
10705,10867,1
16236,19273,4
16325,18448,1
16325,15948,41
12940,14358,300
11112,16683,300
18441,19430,78
17282,11209,1
11209,16108,145
12216,16855,1
17522,16855,1
13636,13165,1
10748,18941,296
12205,12940,269
10705,15264,300
18219,16236,300
19273,15008,217
10748,15270,300
18411,18827,1
12352,18941,1
15008,13454,52
18827,15848,1
15483,11022,300
19915,19147,110
13917,10916,300
12205,17223,300
19300,18448,1
13509,11455,300
13555,13165,263
13460,13509,1
16325,11466,1
10916,19971,283
11147,10568,300
18542,10044,225
13694,10901,113
12652,13454,1
10748,10901,300
13694,15848,300
12868,12216,1
15264,15008,1
11147,13237,1
13636,15264,300
13509,17738,259
12652,13417,1
18827,17464,1
11209,13460,300
14278,11209,211
19300,17504,19
12940,17464,300
15891,12562,1
19300,11209,300
13509,15270,1
12652,12940,300
19915,14704,1
18542,19143,1
13509,16683,137
15008,19846,1
13555,15008,300
13417,17738,300
18219,14519,1
12352,19785,115
17282,15008,1
11209,15241,1
15264,16855,1
14519,16108,300
13509,12746,300
12205,16108,1
18827,11163,1
13636,19502,1
10301,12352,300
11455,12868,192
13417,10177,62
12940,19915,300
13509,16339,93
18827,15483,300
18827,17752,1
16325,13582,300
11209,15848,300
18542,12652,19
17522,10916,300
13555,15848,8
10316,10916,300
19915,14358,300
12652,13665,1
11181,11209,300
11209,18448,1
11209,18827,1
18812,19333,1
16117,10657,300
10916,16683,300
18441,19846,214
16236,10657,1
16117,15185,300
15008,10867,1
11112,11561,158
15077,12652,300
18827,10044,1
11147,16887,300
10705,13454,7
15891,15724,1
12940,11181,1
15008,18827,300
13636,12940,226
18812,11163,1
10748,16117,1
18812,15601,300
19971,11561,300
13417,11853,1
13460,13417,1
12352,10044,79
18812,16339,1
13509,19785,300
14519,15651,1
19300,10044,300
13489,13509,230
10568,13170,300
10568,15008,1
15483,13417,300
12868,10269,300
18542,10301,300
13694,10705,300
10748,10326,1
16117,11189,273
16117,18542,1
11200,17223,1
12868,19971,94
16236,19300,166
16855,11163,1
12205,16962,300
17738,12205,300
10705,10316,1
16117,15008,153
10568,19880,181
14278,12205,173
16236,13088,111
11112,12352,1
19915,16683,1
11147,12868,147
17282,16855,1
11261,18827,300
14519,17282,14
11561,18827,1
18827,19273,18
18812,19430,235
10044,13563,1
16236,16962,172
16339,10916,119
10705,11455,1
11147,11261,1
10916,16339,1
10044,11189,290
13636,13100,300
16236,11561,300
19300,18827,1
19300,10985,1
11112,10269,1
10963,16855,230
12352,15185,275
12940,10916,1
10044,13417,300
13509,12868,1
10916,18110,1
10568,12940,1
15891,11200,4
18441,15378,300
15483,11561,300
16117,11455,300
12868,13073,1
11209,19500,1
17522,11261,154
11112,10316,1
12868,17223,1
18542,10326,300
16887,11209,300
19300,10796,1
13555,11189,300
15008,10748,295
11209,11261,264
18441,12746,1
12355,15008,284
18441,13073,201
10705,13170,300
18441,11561,300
16236,12562,1
19500,13417,300
11022,12868,1
14736,19430,300
13417,15601,1
11181,12868,1
16325,18542,300
13636,19143,1
11200,13460,1
13509,17752,300
10867,12205,1
15008,18812,49
16117,17223,93
13694,13460,1
11112,17522,74
19915,19143,300
12369,12562,300
16236,15264,1
18542,13460,1
10326,18448,173
10748,16683,175
12352,13917,1
13417,10748,1
10375,12868,1
13460,16236,300
18827,13694,91
16117,12216,300
11209,16236,213
15378,13417,1
11163,10044,93
18542,19333,1
10705,15891,1
12352,16117,1
13417,11466,25
15891,18448,1
16117,13563,300
13509,10901,204
18542,10657,1
10705,17464,1
17752,16339,1
12868,10326,300
15008,15848,268
11147,15378,300
11112,11163,1
12652,18941,300
10044,16887,1
12868,19430,300
16236,13165,300
12352,13665,1
12616,15185,1
15483,13694,1
16236,15185,1
15891,15948,1
16236,10985,208
12868,15651,1
17282,14358,300
13509,15651,300
12868,19239,185
15483,16683,1
12868,17282,159
12868,18827,1
11261,16855,213
11147,14704,300
12940,10955,1
13555,18542,143
13417,16887,1
15601,13417,1
19300,15270,1
11261,12652,1
12868,15008,1
12652,12355,68
18827,15241,300
10916,13165,231
12868,12562,300
18441,14053,1
12352,14704,1
11209,15601,25
18441,19502,59
19300,15651,300
13509,18411,1
13417,14278,300
17516,10916,128
13694,16117,300
18441,19333,1
13417,12562,81
18441,14704,1
16325,13694,196
10748,11455,1
15483,13917,300
12940,14234,100
15008,14736,166
18441,19300,300
11209,19502,1
13417,11200,1
18812,15848,300
17282,19300,300
12868,14278,293
11209,13088,148
10901,12940,77
16887,19846,1
19500,11209,300
10748,13665,234
13417,19500,1
11209,15183,1
17282,10177,300
11209,15891,195
13509,15183,300
12352,10301,1
13165,16236,300
10705,11147,300
15891,10867,300
12940,12652,61
18441,15008,300
10985,18812,300
10044,19300,186
16325,17464,283
